row,product_name,missing_files,expected_count,missing_count
779,Product,"סוללת-גיבוי-anker-prime-12-000mah-power-bank_1_-130w.jpg, סוללת-גיבוי-anker-prime-12-000mah-power-bank_3_-130w.jpg, סוללת-גיבוי-anker-prime-12-000mah-power-bank_4_-130w.jpg, סוללת-גיבוי-anker-prime-12-000mah-power-bank_5_-130w.jpg, סוללת-גיבוי-anker-prime-12-000mah-power-bank_6_-130w.jpg, סוללת-גיבוי-anker-prime-12-000mah-power-bank_7_-130w.jpg, סוללת-גיבוי-anker-prime-12-000mah-power-bank_8_-130w.jpg, סוללת-גיבוי-anker-prime-12-000mah-power-bank_2_-130w.jpg",8,8
780,אוזניות קשת On-Ear soundcore H30i,"anker-soundcore-h30i-black_51074_1.jpg, anker-soundcore-h30i-black_51074_4.jpg, anker-soundcore-h30i-black_51074_2.jpg, anker-soundcore-h30i-black_51074_5.jpg, anker-soundcore-h30i-black_51074_6.jpg, anker-soundcore-h30i-black_51074_3.jpg",6,6
781,Black,"anker-soundcore-h30i-black_51074_1.jpg, anker-soundcore-h30i-black_51074_4.jpg, anker-soundcore-h30i-black_51074_2.jpg, anker-soundcore-h30i-black_51074_5.jpg, anker-soundcore-h30i-black_51074_6.jpg, anker-soundcore-h30i-black_51074_3.jpg",6,6
782,Anker SoundCore Rave Party 2 120W רמקול מסיבות,"soundcore-rave-party-2_1.jpg, soundcore-rave-party-2_2.jpg, soundcore-rave-party-2_3.jpg, soundcore-rave-party-2_4.jpg, soundcore-rave-party-2_5.jpg, soundcore-rave-party-2_6.jpg, soundcore-rave-party-2_7.jpg, soundcore-rave-party-2_8.jpg",8,8
783,Black,"soundcore-rave-party-2_1.jpg, soundcore-rave-party-2_2.jpg, soundcore-rave-party-2_3.jpg, soundcore-rave-party-2_4.jpg, soundcore-rave-party-2_5.jpg, soundcore-rave-party-2_6.jpg, soundcore-rave-party-2_7.jpg, soundcore-rave-party-2_8.jpg",8,8
784,מחשב נייד Acer Nitro V 15,"untitled-design.png, nitro-v15-ksp-6.jpg, nitro-v15-ksp-2.jpg, nitro-v15-ksp-4.jpg, nitro-v15-ksp-5.jpg",5,5
785,מחשב נייד Acer Nitro V 15,"untitled-design.png, nitro-v15-ksp-6.jpg, nitro-v15-ksp-2.jpg, nitro-v15-ksp-4.jpg, nitro-v15-ksp-5.jpg",5,5
786,Black Titanium Milanese Loop - רצועת Milanese Loop טיטניום שחור,untitled-design-13.png,2,1
787,Black Titanium Milanese Loop - רצועת Milanese Loop טיטניום שחור S,untitled-design-13.png,1,1
788,טלפון סלולרי Samsung Galaxy A35 5G 128GB,"sm-a556_galaxy-a55_awesome-lilac_front.jpg, sm-a556_galaxy-a55_awesome-lilac_back.jpg, sm-a556_galaxy-a55_awesome-lilac_front-l30.jpg, sm-a556_galaxy-a55_awesome-lilac_front-r30.jpg, sm-a556_galaxy-a55_awesome-lilac_front2.jpg, sm-a556_galaxy-a55_awesome-lilac_l-side.jpg, sm-a556_galaxy-a55_awesome-lilac_r-side.jpg, sm-a356_galaxy-a35_awesome-navy_back-l30.jpg, sm-a356_galaxy-a35_awesome-navy_back-r30.jpg, sm-a356_galaxy-a35_awesome-navy_back.jpg, sm-a356_galaxy-a35_awesome-navy_front-l30.jpg, sm-a356_galaxy-a35_awesome-navy_front-r30.jpg, sm-a356_galaxy-a35_awesome-navy_front.jpg, sm-a356_galaxy-a35_awesome-navy_front2.jpg",14,14
789,כיסוי לנייד Galaxy A16 מקורי של סמסונג - שחור,"5.jpg, 4.jpg, 3.jpg, 2.jpg, 1.jpg, 6.jpg",6,6
790,כיסוי לנייד Galaxy A16 מקורי של סמסונג - שחור,"5.jpg, 4.jpg, 3.jpg, 2.jpg, 1.jpg, 6.jpg",6,6
791,נתב TP-Link Deco X50-5G 5G AX3000 Mesh WiFi 6 – יחידה אחת,"deco-x50-5g-ax3000-10.png, 1730709604e04sc.png, 1730709605d05hp.png, 1730709605g05wj.png, 1730709605u05eh.png, deco-x50-5g.png, deco-x50-5g-ax3000.png, deco-x50-5g-ax3000-2.png, deco-x50-5g-ax3000-3.png",9,9
792,נתב TP-Link Deco X50-5G 5G AX3000 Mesh WiFi 6 – יחידה אחת  S-96304,"deco-x50-5g-ax3000-10.png, 1730709604e04sc.png, 1730709605d05hp.png, 1730709605g05wj.png, 1730709605u05eh.png, deco-x50-5g.png, deco-x50-5g-ax3000.png, deco-x50-5g-ax3000-2.png, deco-x50-5g-ax3000-3.png",9,9
793,"טאבלט Blackview Tab 60 WiFi 10.1"" 128GB","3-6.jpg, 7-6.jpg, 1-6.jpg, 2-6.jpg, 4-6.jpg, 5-6.jpg",6,6
794,Space Gray,"3-6.jpg, 7-6.jpg, 1-6.jpg, 2-6.jpg, 4-6.jpg, 5-6.jpg",6,6
795,טאבלט ילדים Blackview Tab A5 Kids,"4-1.png, 7-1.png, 2-1.png",8,3
797,Pink,3-1.png,1,1
798,מודם סלולרי ‏ZTE MF79N USB 4G,"untitled-design-20.png, untitled-design-19.png, untitled-design-18.png, untitled-design-17.png",4,4
799,מודם סלולרי ‏ZTE MF79N USB 4G,"untitled-design-20.png, untitled-design-19.png, untitled-design-18.png, untitled-design-17.png",4,4
800,טלוויזיה ''65 QLED 4K שיאומי דגם Xiaomi TV A Pro 65'' (2025),"xiaomi-tv-a-pro-2025-65_3.jpg, xiaomi-tv-a-pro-2025-65_11.jpg, xiaomi-tv-a-pro-2025-65_4.jpg, xiaomi-tv-a-pro-2025-65_2.jpg",4,4
801,טלוויזיה ''65 QLED 4K שיאומי דגם Xiaomi TV A Pro 65'' (2025),"xiaomi-tv-a-pro-2025-65_3.jpg, xiaomi-tv-a-pro-2025-65_11.jpg, xiaomi-tv-a-pro-2025-65_4.jpg, xiaomi-tv-a-pro-2025-65_2.jpg",4,4
802,טלוויזיה ''75 QLED 4K שיאומי דגם Xiaomi TV A Pro 75'' (2025),"xiaomi-tv-a-pro-2025-75_3.jpg, xiaomi-tv-a-pro-2025-75_4.jpg, xiaomi-tv-a-pro-2025-75_2.jpg, xiaomi-tv-a-pro-2025-75_1.jpg, xiaomi-tv-a-pro-2025-75_11.jpg",5,5
803,טלוויזיה ''75 QLED 4K שיאומי דגם Xiaomi TV A Pro 75'' (2025),"xiaomi-tv-a-pro-2025-75_3.jpg, xiaomi-tv-a-pro-2025-75_4.jpg, xiaomi-tv-a-pro-2025-75_2.jpg, xiaomi-tv-a-pro-2025-75_1.jpg, xiaomi-tv-a-pro-2025-75_11.jpg",5,5
804,שלט גיימינג PS5 DualSense Controller Fortnite,"untitled-design-23.png, artboard-1.jpg, dualsense_le_fortnite.jpg",3,3
805,טלפון סלולרי POCO X7 5G 12GB+512GB,"poco-x7_black_1.jpg, poco-x7_black_6.jpg, poco-x7_black_2.jpg, poco-x7_black_3.jpg, poco-x7_black_5.jpg",5,5
806,טלפון סלולרי POCO X7 5G 12GB+512GB,"poco-x7_black_1.jpg, poco-x7_black_6.jpg, poco-x7_black_2.jpg, poco-x7_black_3.jpg, poco-x7_black_5.jpg",5,5
807,טלפון סלולרי POCO X7 Pro 5G 12GB+512GB,"poco-x7-pro_black_1.jpg, poco-x7-pro_black_6.jpg, poco-x7-pro_black_2.jpg, poco-x7-pro_black_3.jpg, poco-x7-pro_black_5.jpg",5,5
808,טלפון סלולרי POCO X7 Pro 5G 12GB+512GB S-97014,"poco-x7-pro_black_1.jpg, poco-x7-pro_black_6.jpg, poco-x7-pro_black_2.jpg, poco-x7-pro_black_3.jpg, poco-x7-pro_black_5.jpg",5,5
809,בקר אלחוטי ורוד ל Xbox X / S Series / PC,"10362-001-18-5.png, 10362-001-18-6.png, 10362-001-18-4.png, 10362-001-18-8.png, 10362-001-18-3.png, 10362-001-18-2.png",6,6
810,בקר אלחוטי ורוד ל Xbox X / S Series / PC,"10362-001-18-5.png, 10362-001-18-6.png, 10362-001-18-4.png, 10362-001-18-8.png, 10362-001-18-3.png, 10362-001-18-2.png",6,6
811,כיסוי לנייד Galaxy S25 מקורי של סמסונג - שקוף מגנטי,untitled-1.jpg,1,1
812,כיסוי לנייד Galaxy S25 מקורי של סמסונג - שקוף מגנטי,untitled-1.jpg,1,1
813,כיסוי לנייד Galaxy S25 Plus מקורי של סמסונג - שקוף מגנטי,untitled-1.jpg,1,1
814,כיסוי לנייד Galaxy S25 Plus מקורי של סמסונג - שקוף מגנטי,untitled-1.jpg,1,1
815,כיסוי לנייד Galaxy S25 Ultra מקורי של סמסונג - שקוף מגנטי,untitled-1.jpg,1,1
816,כיסוי לנייד Galaxy S25 Ultra מקורי של סמסונג - שקוף מגנטי,untitled-1.jpg,1,1
817,DJI Neo רחפן,"dji-neo_propeller-battery-detached.jpg, dji-neo_from-above.jpg, dji-neo_propeller-detached-copy.png, dji-neo_rendered_3.png",4,4
818,ללא שלט DJI Neo רחפן,"dji-neo_propeller-battery-detached.jpg, dji-neo_from-above.jpg, dji-neo_propeller-detached-copy.png, dji-neo_rendered_3.png",4,4
819,רחפן DJI Neo Fly More Combo,"dji-neo_propeller-battery-detached.jpg, dji-neo_from-above.jpg, dji-neo_propeller-detached-copy.png, dji-neo_rendered_3.png, dji-neo-fly-more-combo_rendered_2.png, dji-neo-fly-more-combo_batteries-detached.jpg, dji-neo-fly-more-combo_from-above.jpg",7,7
820,רחפן DJI Neo Fly More Combo,"dji-neo_propeller-battery-detached.jpg, dji-neo_from-above.jpg, dji-neo_propeller-detached-copy.png, dji-neo_rendered_3.png, dji-neo-fly-more-combo_rendered_2.png, dji-neo-fly-more-combo_batteries-detached.jpg, dji-neo-fly-more-combo_from-above.jpg",7,7
821,רמקול אלחוטי נייד Xiaomi Sound Pocket 5W,"xiaomi-sound-pocket-s28d-_81098_4.jpg, xiaomi-sound-pocket-s28d-_81098_1.jpg, xiaomi-sound-pocket-s28d-_81098_6.jpg, xiaomi-sound-pocket-s28d-_81098_7.jpg, xiaomi-sound-pocket-s28d-_81098_2.jpg, xiaomi-sound-pocket-s28d-_81098_3.jpg, xiaomi-sound-pocket-s28d-_81098_5.jpg",7,7
822,רמקול אלחוטי נייד Xiaomi Sound Pocket 5W,"xiaomi-sound-pocket-s28d-_81098_4.jpg, xiaomi-sound-pocket-s28d-_81098_1.jpg, xiaomi-sound-pocket-s28d-_81098_6.jpg, xiaomi-sound-pocket-s28d-_81098_7.jpg, xiaomi-sound-pocket-s28d-_81098_2.jpg, xiaomi-sound-pocket-s28d-_81098_3.jpg, xiaomi-sound-pocket-s28d-_81098_5.jpg",7,7
823,שעון ספורט חכם שיאומי דגם Redmi Watch 5 Active,"redmi-watch-5-active_black_3.jpg, redmi-watch-5-active_black_6.jpg, redmi-watch-5-active_black_1.jpg, redmi-watch-5-active_black_2.jpg, 5.jpg, 6.jpg, 7.jpg",7,7
824,שעון ספורט חכם שיאומי דגם Redmi Watch 5 Active S-97110,redmi-watch-5-active_black_3.jpg,1,1
825,שעון ספורט חכם שיאומי דגם Redmi Watch 5 Active S-98262,7.jpg,1,1
826,אוזניות TWS דור 6 שיאומי Redmi Buds 6 Play,"n79b-black-caseopen-top3.png, n79b-black-caseopen.png, n79b-black-caseopen4.png, n79b-black-earback.png, n79b-black-earback1.png, n79b-black-earphone-top.png, n79b-black-earside.png, n79b-black-box-front.png, n79b-black-box-front2.png, n79b-black-caseopen-top.png",10,10
827,אוזניות TWS דור 6 שיאומי Redmi Buds 6 Play S-95448,"n79b-black-caseopen-top3.png, n79b-black-caseopen.png, n79b-black-caseopen4.png, n79b-black-earback.png, n79b-black-earback1.png, n79b-black-earphone-top.png, n79b-black-earside.png, n79b-black-box-front.png, n79b-black-box-front2.png, n79b-black-caseopen-top.png",10,10
828,טלפון סלולרי Samsung Galaxy S25 5G 128GB,"sm-s931_galaxys25_front_blue_241108.jpg, sm-s931_galaxys25_front2_blue_241106.jpg, sm-s931_galaxys25_frontl30_blue_241108.jpg, sm-s931_galaxys25_frontr30_blue_241108.jpg, sm-s931_galaxys25_lside_blue_241108.jpg, sm-s931_galaxys25_rside_blue_241108.jpg, sm-s931_galaxys25_backl30_blue_241108.jpg, sm-s931_galaxys25_backr30_blue_241108.jpg, sm-s931_galaxys25_back_blue_241108.jpg, sm-s931_galaxys25_backl30_mint_241108.jpg, sm-s931_galaxys25_backl30_silvershadow_241108.jpg, sm-s931_galaxys25_backl30_navy_241108.jpg, sm-s931_galaxys25_backr30_mint_241108.jpg, sm-s931_galaxys25_backr30_silvershadow_241108.jpg, sm-s931_galaxys25_backr30_navy_241108.jpg, sm-s931_galaxys25_back_mint_241108.jpg, sm-s931_galaxys25_back_silvershadow_241108.jpg, sm-s931_galaxys25_back_navy_241108.jpg, sm-s931_galaxys25_front2_navy_241108.jpg, sm-s931_galaxys25_front2_mint_241108.jpg, sm-s931_galaxys25_front2_silvershadow_241108.jpg, sm-s931_galaxys25_frontl30_navy_241108.jpg, sm-s931_galaxys25_frontl30_mint_241108.jpg, sm-s931_galaxys25_frontl30_silvershadow_241108.jpg, sm-s931_galaxys25_frontr30_navy_241108.jpg, sm-s931_galaxys25_frontr30_mint_241108.jpg, sm-s931_galaxys25_frontr30_silvershadow_241108.jpg, sm-s931_galaxys25_front_navy_241108.jpg, sm-s931_galaxys25_front_mint_241108.jpg, sm-s931_galaxys25_front_silvershadow_241108.jpg, sm-s931_galaxys25_lside_navy_241108.jpg, sm-s931_galaxys25_lside_mint_241108.jpg, sm-s931_galaxys25_lside_silvershadow_241108.jpg, sm-s931_galaxys25_rside_navy_241108.jpg, sm-s931_galaxys25_rside_mint_241108.jpg, sm-s931_galaxys25_rside_silvershadow_241108.jpg",36,36
829,טלפון סלולרי Samsung Galaxy S25 5G 128GB Mint,sm-s931_galaxys25_front_mint_241108.jpg,1,1
830,טלפון סלולרי Samsung Galaxy S25 5G 128GB SilverShadow,sm-s931_galaxys25_front_silvershadow_241108.jpg,1,1
831,טלפון סלולרי Samsung Galaxy S25 5G 128GB Navy,sm-s931_galaxys25_front_navy_241108.jpg,1,1
832,טלפון סלולרי Samsung Galaxy S25 5G 256GB,"sm-s931_galaxys25_front_navy_241108.jpg, sm-s931_galaxys25_backl30_navy_241108.jpg, sm-s931_galaxys25_backr30_navy_241108.jpg, sm-s931_galaxys25_back_navy_241108.jpg, sm-s931_galaxys25_front2_navy_241108.jpg, sm-s931_galaxys25_frontl30_navy_241108.jpg, sm-s931_galaxys25_frontr30_navy_241108.jpg, sm-s931_galaxys25_lside_navy_241108.jpg, sm-s931_galaxys25_rside_navy_241108.jpg, sm-s931_galaxys25_backl30_blue_241108.jpg, sm-s931_galaxys25_backl30_mint_241108.jpg, sm-s931_galaxys25_backl30_silvershadow_241108.jpg, sm-s931_galaxys25_backr30_blue_241108.jpg, sm-s931_galaxys25_backr30_mint_241108.jpg, sm-s931_galaxys25_backr30_silvershadow_241108.jpg, sm-s931_galaxys25_back_blue_241108.jpg, sm-s931_galaxys25_back_mint_241108.jpg, sm-s931_galaxys25_back_silvershadow_241108.jpg, sm-s931_galaxys25_front2_blue_241106.jpg, sm-s931_galaxys25_front2_blue_241108.jpg, sm-s931_galaxys25_front2_silvershadow_241108.jpg, sm-s931_galaxys25_frontl30_blue_241108.jpg, sm-s931_galaxys25_frontl30_silvershadow_241108.jpg, sm-s931_galaxys25_frontr30_blue_241108.jpg, sm-s931_galaxys25_frontl30_mint_241108.jpg, sm-s931_galaxys25_front2_mint_241108.jpg, sm-s931_galaxys25_frontr30_mint_241108.jpg, sm-s931_galaxys25_frontr30_silvershadow_241108.jpg, sm-s931_galaxys25_front_blue_241108.jpg, sm-s931_galaxys25_front_mint_241108.jpg, sm-s931_galaxys25_lside_blue_241108.jpg, sm-s931_galaxys25_front_silvershadow_241108.jpg, sm-s931_galaxys25_lside_mint_241108.jpg, sm-s931_galaxys25_lside_silvershadow_241108.jpg, sm-s931_galaxys25_rside_blue_241108.jpg, sm-s931_galaxys25_rside_mint_241108.jpg, sm-s931_galaxys25_rside_silvershadow_241108.jpg",37,37
833,טלפון סלולרי Samsung Galaxy S25 5G 256GB Navy,sm-s931_galaxys25_front_navy_241108.jpg,1,1
834,טלפון סלולרי Samsung Galaxy S25 5G 256GB כחול,sm-s931_galaxys25_front_blue_241108.jpg,1,1
835,טלפון סלולרי Samsung Galaxy S25 5G 256GB מנטה,sm-s931_galaxys25_front_mint_241108.jpg,1,1
836,טלפון סלולרי Samsung Galaxy S25 5G 256GB כסוף,sm-s931_galaxys25_front_silvershadow_241108.jpg,1,1
837,טלפון סלולרי Samsung Galaxy S25 5G 512GB,"sm-s931_galaxys25_front_navy_241108.jpg, sm-s931_galaxys25_backl30_navy_241108.jpg, sm-s931_galaxys25_backr30_navy_241108.jpg, sm-s931_galaxys25_back_navy_241108.jpg, sm-s931_galaxys25_front2_navy_241108.jpg, sm-s931_galaxys25_frontl30_navy_241108.jpg, sm-s931_galaxys25_frontr30_navy_241108.jpg, sm-s931_galaxys25_lside_navy_241108.jpg, sm-s931_galaxys25_rside_navy_241108.jpg",9,9
838,טלפון סלולרי Samsung Galaxy S25 Ultra 5G 256GB,"sm-s938_galaxys25ultra_front_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenbackl30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenbackr30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenfront_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontl30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontr30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_lside_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_penfront_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_penl30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_penr30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_rside_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_deviceback_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicebackl30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicebackr30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicefront_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicefrontl30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicefrontr30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenback_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenbackl30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenback_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenbackl30_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_devicepenbackr30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenbackl30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenbackr30_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_devicepenfront_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenbackr30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenfront_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_devicepenfrontl30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenfront_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontl30_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_devicepenfrontr30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontl30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontr30_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_front_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontr30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_front_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_lside_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_front_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_lside_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_penfront_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_lside_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_penfront_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_penl30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_penfront_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_penl30_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_penr30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_penl30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_penr30_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_rside_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_penr30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_rside_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_deviceback_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_rside_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_deviceback_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_devicebackl30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_deviceback_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicebackl30_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_devicebackr30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicebackl30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicebackr30_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_devicefront_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicebackr30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicefront_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_devicefrontl30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicefront_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicefrontl30_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_devicefrontr30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicefrontl30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicefrontr30_titaniumblue_241106.jpg, sm-s938_galaxys25ultra_devicepenback_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicefrontr30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenback_titaniumblue_241106.jpg",72,72
839,טלפון סלולרי Samsung Galaxy S25 Ultra 5G 256GB Gray,sm-s938_galaxys25ultra_front_titaniumgray_241107.jpg,1,1
840,טלפון סלולרי Samsung Galaxy S25 Ultra 5G 256GB Black,sm-s938_galaxys25ultra_front_titaniumblack_241107.jpg,1,1
841,טלפון סלולרי Samsung Galaxy S25 Ultra 5G 512GB,"sm-s938_galaxys25ultra_front_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenbackl30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenbackr30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenfront_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontl30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontr30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_lside_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_penfront_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_penl30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_penr30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_rside_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_deviceback_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicebackl30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicebackr30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicefront_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicefrontl30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicefrontr30_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenback_titaniumgray_241107.jpg, sm-s938_galaxys25ultra_devicepenbackl30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenbackr30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenback_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenbackl30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenbackr30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenfront_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenfront_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontl30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontl30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontr30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicepenfrontr30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_front_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_front_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_lside_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_lside_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_penfront_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_penfront_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_penl30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_penl30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_penr30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_penr30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_rside_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_rside_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_deviceback_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_deviceback_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicebackl30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicebackl30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicebackr30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicebackr30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicefront_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicefront_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicefrontl30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicefrontl30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicefrontr30_titaniumblack_241107.jpg, sm-s938_galaxys25ultra_devicefrontr30_titaniumsilver_241107.jpg, sm-s938_galaxys25ultra_devicepenback_titaniumblack_241107.jpg",54,54
842,טלפון סלולרי Samsung Galaxy S25 Ultra 5G 512GB Black,sm-s938_galaxys25ultra_front_titaniumblack_241107.jpg,1,1
843,אוזניות Anker Soundcore Space R50i TWS Black,"product-photo2__original.jpeg, product-photo5__original.jpeg, product-photo-6__original.jpeg",3,3
844,אוזניות Anker Soundcore Space R50i TWS Black,"product-photo2__original.jpeg, product-photo5__original.jpeg, product-photo-6__original.jpeg",3,3
845,מנורת קריאה שולחנית שיאומי דגם Xiaomi Desk Lamp Lite,".png, bass-3.png, .png, .png, bass-1.png, bass-2.png",6,6
846,מנורת קריאה שולחנית שיאומי דגם Xiaomi Desk Lamp Lite,".png, bass-3.png, .png, .png, bass-1.png, bass-2.png",6,6
847,טלפון סלולרי Redmi Note 14 4G 8GB+256GB,"redmi-note-14-o7-black_1.jpg, redmi-note-14-o7-black_7.jpg, redmi-note-14-o7-black_2.jpg, redmi-note-14-o7-black_3.jpg, redmi-note-14-o7-black_4.jpg, redmi-note-14-o7-black_5.jpg, redmi-note-14-o7-black_6.jpg",7,7
848,טלפון סלולרי Redmi Note 14 4G 8GB+256GB,"redmi-note-14-o7-black_1.jpg, redmi-note-14-o7-black_7.jpg, redmi-note-14-o7-black_2.jpg, redmi-note-14-o7-black_3.jpg, redmi-note-14-o7-black_4.jpg, redmi-note-14-o7-black_5.jpg, redmi-note-14-o7-black_6.jpg",7,7
