row,product_name,missing_files,expected_count,missing_count
504,כרטיס זיכרון SanDisk Ultra Micro SD 32GB 100MBs,sandisk-ultra-micro-sd-32gb.jpg,1,1
505,כרטיס זיכרון SanDisk Ultra Micro SD 64GB 140MB,sandisk-ultra-micro-sd-64gb.jpg,1,1
506,כרטיס זיכרון SanDisk Ultra Micro SD 64GB 140MB,sandisk-ultra-micro-sd-64gb.jpg,1,1
507,כרטיס זיכרון SanDisk Ultra Micro SD 128GB 140MB,sandisk-ultra-micro-sd-128gb.jpg,1,1
508,כרטיס זיכרון SanDisk Ultra Micro SD 128GB 140MB,sandisk-ultra-micro-sd-128gb.jpg,1,1
509,כרטיס זיכרון SanDisk Ultra Micro SD 256GB 150MB,sandisk-ultra-micro-sd-256gb.jpg,1,1
510,כרטיס זיכרון SanDisk Ultra Micro SD 256GB 140MB,sandisk-ultra-micro-sd-256gb.jpg,1,1
511,כיסא גיימינג Dragon GT DLX Black - שחור,"81.jpg, 83.jpg, 82.jpg, 85.jpg, 84.jpg, 481a7018.jpg",6,6
512,כיסא גיימינג Dragon GT DLX Porsche Brown - חום פורשה,"1.jpg, 10.jpg, 28.jpg, 29.jpg, 4.jpg, 6.jpg, 7.jpg",7,7
513,כיסא גיימינג Dragon GT DLX White - לבן,"78.jpg, 72.jpg, 74.jpg, 75.jpg, 77.jpg, gpdrc-gt-w1.jpg, gpdrc-gt-w2.jpg, x1.jpg",8,8
514,כיסא גיימינג Dragon Combat Gaming Chair Red - אדום,"gpdrc-combat-r-1.jpg, gpdrc-combat-r-2.jpg, gpdrc-combat-r-3.jpg, gpdrc-combat-r-4.jpg, gpdrc-combat-r-5.jpg",5,5
515,כיסא גיימינג Dragon Combat Gaming Chair Red - אדום,"gpdrc-combat-r-1.jpg, gpdrc-combat-r-2.jpg, gpdrc-combat-r-3.jpg, gpdrc-combat-r-4.jpg, gpdrc-combat-r-5.jpg",5,5
516,כיסא גיימינג Dragon Combat Gaming Chair White - לבן,"gpdrc-combat-w-1.jpg, gpdrc-combat-w-2.jpg, gpdrc-combat-w-3.jpg, gpdrc-combat-w-4.jpg, gpdrc-combat-w-5.jpg",5,5
517,כיסא גיימינג Dragon Combat Gaming Chair White - לבן,"gpdrc-combat-w-1.jpg, gpdrc-combat-w-2.jpg, gpdrc-combat-w-3.jpg, gpdrc-combat-w-4.jpg, gpdrc-combat-w-5.jpg",5,5
518,"כיסא גיימינג Dragon Olympus בית""ר ירושלים","img_1394.jpg, img_1381.jpg, img_1397.jpg",3,3
519,"כיסא גיימינג Dragon Olympus בית""ר ירושלים","img_1394.jpg, img_1381.jpg, img_1397.jpg",3,3
520,כיסא גיימינג Dragon Olympus מכבי חיפה,"img_1398.jpg, img_1400.jpg, img_1401.jpg, img_1404.jpg, img_1408.jpg, img_1411.jpg, img_1413.jpg",7,7
521,כיסא גיימינג Dragon Olympus מכבי חיפה,"img_1398.jpg, img_1400.jpg, img_1401.jpg, img_1404.jpg, img_1408.jpg, img_1411.jpg, img_1413.jpg",7,7
522,בקר אלחוטי אדום ל Xbox X / S Series / PC,red-pic1.jpg,1,1
523,בקר אלחוטי אדום ל Xbox X / S Series / PC,red-pic1.jpg,1,1
524,בקר אלחוטי לבן ל Xbox X / S Series / PC,"10.jpg, 2.jpg, 3.jpg",3,3
525,בקר אלחוטי לבן ל Xbox X / S Series / PC,"10.jpg, 2.jpg, 3.jpg",3,3
526,בקר אלחוטי שחור ל Xbox X / S Series / PC,"1.jpg, 2.jpg, 3.jpg",3,3
527,בקר אלחוטי שחור ל Xbox X / S Series / PC,"1.jpg, 2.jpg, 3.jpg",3,3
528,בקר אלחוטי כחול ל Xbox X / S Series / PC,"1.jpg, 2.jpg, 3.jpg, 4.jpg, 5.jpg",5,5
529,בקר אלחוטי כחול ל Xbox X / S Series / PC,"1.jpg, 2.jpg, 3.jpg, 4.jpg, 5.jpg",5,5
530,בקר אלחוטי Elite Series 2 Core כחול ל Xbox X / S Series / One / PC,"10362-001-24-600x600.jpg, 10362-001-24-2-600x600.jpg, 10362-001-24-1-600x600.jpg",3,3
531,בקר אלחוטי Elite Series 2 Core כחול ל Xbox X / S Series / One / PC,"10362-001-24-600x600.jpg, 10362-001-24-2-600x600.jpg, 10362-001-24-1-600x600.jpg",3,3
532,מטען לשני בקרים Xbox Series X / S / Xbox One,"seriesx_fase2charger_c_hires-2-copy.jpg, seriesx_fase2charger_c_hires_070920_07b-copy.jpg",2,2
533,מטען לשני בקרים Xbox Series X / S / Xbox One,"seriesx_fase2charger_c_hires-2-copy.jpg, seriesx_fase2charger_c_hires_070920_07b-copy.jpg",2,2
534,"טאבלט לילדים 8 אינץ""  Blackview Tab 50 Kids WiFi","tab-50-kids-blue-01.jpg, tab-50-kids-blue-02.jpg, tab-50-kids-pink-01.jpg, tab-50-kids-pink-02.jpg",4,4
535,"טאבלט לילדים 8.6 אינץ""  Blackview Tab 60 Kids LTE","tab-60-kids-blue-1.jpg, tab-60-kids-blue-2.jpg, tab-60-kids-blue-3.jpg, tab-60-kids-pink-1.jpg, tab-60-kids-pink-2.jpg, tab-60-kids-pink-3.jpg, tab-60-kids-pink-4.jpg",7,7
536,סטרימר ZTE ZXV10 B866V2K 4K STB Android TV,"zte-tv-pic1.jpg, zte-tv-pic12.jpg, zte-tv-pic13.jpg, zte-tv-pic11.jpg, zte-pic3.jpg",5,5
537,Product,"zte-tv-pic1.jpg, zte-tv-pic12.jpg, zte-tv-pic13.jpg, zte-tv-pic11.jpg, zte-pic3.jpg",5,5
538,קונסולה Nintendo Switch עם מסך OLED מהדורת Mario Red,"s-l1200.jpg, הורדה.jpeg, images.jpg, d22ced6610d05a7ac65fffa29a02ba4f.jpg, 10_1fa95631-4c6f-4fde-94b7-5dc3a.jpg, 92ae6506bf7be6ebadbeeaaeffcf82acf2c2a0f2_104466_i5.jpg, mario-red-edition-oled-1-large.jpg, untitled.jpg",8,8
539,כיסוי ספר לטאבלט Samsung Galaxy Tab A9 בצבע שחור,"a9-1.jpg, a9.jpg, ap-plus-3.jpg, a9-plus-2.jpg",4,4
540,כיסוי ספר לטאבלט Samsung Galaxy Tab A9 Plus בצבע שחור,"a9-plus-1.jpg, a9.jpg, ap-plus-3.jpg, a9-plus-2.jpg",4,4
541,כיסוי ספר לטאבלט Samsung Galaxy Tab A9 Plus בצבע שחור,"a9-plus-1.jpg, a9.jpg, ap-plus-3.jpg, a9-plus-2.jpg",4,4
542,כיסוי ספר לטאבלט Samsung Galaxy Tab S9 FE בצבע שחור,"sp-fe-1.jpg, s9-fe-3.jpg, ap-plus-3.jpg, s9-fe-2.jpg, sp-fe-1.jpg",5,5
543,כיסוי ספר לטאבלט Samsung Galaxy Tab S9 FE בצבע שחור,"sp-fe-1.jpg, s9-fe-3.jpg, ap-plus-3.jpg, s9-fe-2.jpg, sp-fe-1.jpg",5,5
544,טלוויזיה חכמה Xiaomi TV A Pro 32 אינץ',"xiaomi-tv-a-pro-32_1.jpg, a-pro-55_2.jpg, xiaomi-tv-a-pro-32_3.jpg, xiaomi-tv-a-pro-32_2.jpg, a-pro-55_4.jpg",5,5
545,טלוויזיה חכמה Xiaomi TV A Pro 32 אינץ' - S-91251,"xiaomi-tv-a-pro-32_1.jpg, a-pro-55_2.jpg, xiaomi-tv-a-pro-32_3.jpg, xiaomi-tv-a-pro-32_2.jpg, a-pro-55_4.jpg",5,5
546,כבל סמסונג מקורי USB Type C to Type C,"ep-da705_004_front_black.jpg, ep-da705_004_front_white.jpg, ep-da705_001_front_black.jpg, ep-da705_001_front_white.jpg",4,4
547,Black,ep-da705_004_front_black.jpg,1,1
548,White,ep-da705_004_front_white.jpg,1,1
549,מטען קיר מקורי של סמסונג 25W,ep-ta800n-eu-_001_dynamic_black.jpg,1,1
550,black,ep-ta800n-eu-_001_dynamic_black.jpg,1,1
551,טאבלט Samsung Galaxy Tab Active 5 LTE 5G,"sm-x306b_007_group_green-1.jpg, sm-x306b_001_front_green-1.jpg, sm-x306b_025_s-pen-combo3_green-1.jpg",3,3
552,טאבלט Samsung Galaxy Tab Active 5 Black-Green,"sm-x306b_007_group_green-1.jpg, sm-x306b_001_front_green-1.jpg, sm-x306b_025_s-pen-combo3_green-1.jpg",3,3
553,טלפון סלולרי Xiaomi Redmi Note 13 Pro 512GB 5G,black-redmi-note-13.jpg,1,1
554,טלפון סלולרי Xiaomi Redmi Note 13 Pro 512GB 5G,black-redmi-note-13.jpg,1,1
555,מטען קיר כפול Anker 521עם 2 יציאות USB Type-C 40W,מטען-קיר-כפול-anker-521-usb-type-c-40w.jpg,1,1
556,מטען קיר כפול Anker 521עם 2 יציאות USB Type-C 40W,מטען-קיר-כפול-anker-521-usb-type-c-40w.jpg,1,1
557,"Anker 323 Power Bank 10,000mAh - מטען נייד",anker-323-power-bank-10-000mah.jpg,1,1
558,"Anker 323 Power Bank 10,000mAh - מטען נייד",anker-323-power-bank-10-000mah.jpg,1,1
559,שעון חכם Garmin Venu 2 Plus,"venu2plus_hr_1001.jpg, venu2plus_hr_1000.jpg, venu2plus_hr_1002.jpg, venu2plus_hr_1003.jpg, venu2plus_hr_1004.jpg, venu2plus_hr_1005.jpg, venu2plus_hr_2001.jpg, venu2plus_hr_2000.jpg, venu2plus_hr_2002.jpg, venu2plus_hr_2003.jpg, venu2plus_hr_2004.jpg, venu2plus_hr_2005.jpg",12,12
560,שעון חכם Garmin Venu 2,"4.jpg, 6.jpg, 8.jpg, 15.jpg, 16.jpg, 13.jpg",6,6
561,שעון חכם Garmin Venu 2S,"14.jpg, 28.jpg, 12.jpg, 29.jpg, 15.jpg, 21.jpg, 20.jpg, 22.jpg",8,8
562,שעון חכם Garmin Venu Sq 2 Music,"venusq2music_hr_1000.jpg, venusq2music_hr_1001.jpg, venusq2music_hr_1002.jpg, venusq2music_hr_1003.jpg, venusq2music_hr_1004.jpg, venusq2music_hr_1005.jpg, venusq2music_hr_2000.jpg, venusq2music_hr_2001.jpg, venusq2music_hr_2002.jpg, venusq2music_hr_3000.jpg, venusq2music_hr_3001.jpg, venusq2music_hr_3002.jpg",12,12
563,שעון חכם Garmin Vivoactive 5,"pd-01-lg.jpg, lf-md.jpg, cf-md.jpg, pd-02-lg.jpg, pd-05-md.jpg, pd-04-xl.jpg, pd-01-xl.jpg, lf-lg.jpg, cf-xl.jpg, pd-02-md.jpg, pd-05-xl.jpg",11,11
564,Samsung Galaxy SmartTag2  יחידה אחת - תגית לאיתור חפצים,ppf_df569db7-bb95-42be-8b22-76d5ad725550_prvdsk.jpg,1,1
565,Samsung Galaxy SmartTag2  - תגית לאיתור חפצים,ppf_df569db7-bb95-42be-8b22-76d5ad725550_prvdsk.jpg,1,1
566,רמקול בלוטוס JBL BOOMBOX 3,boombox-3-1.jpg,1,1
567,Black,boombox-3-1.jpg,1,1
568,Apple Magic Keyboard - מקלדת ל iPad Pro 13 2024 Black,"magic_keyboard_13_pro_space_black_pdp_image_position-4__wwen.jpg, magic_keyboard_13_pro_space_black_pdp_image_position-1__wwen.jpg, magic_keyboard_13_pro_space_black_pdp_image_position-2__wwen.jpg, magic_keyboard_13_pro_space_black_pdp_image_position-3__wwen.jpg, magic_keyboard_13_pro_space_black_pdp_image_position-5__wwen.jpg",5,5
569,Apple Magic Keyboard for iPad Pro 13 2024 Black,"magic_keyboard_13_pro_space_black_pdp_image_position-4__wwen.jpg, magic_keyboard_13_pro_space_black_pdp_image_position-1__wwen.jpg, magic_keyboard_13_pro_space_black_pdp_image_position-2__wwen.jpg, magic_keyboard_13_pro_space_black_pdp_image_position-3__wwen.jpg, magic_keyboard_13_pro_space_black_pdp_image_position-5__wwen.jpg",5,5
570,Apple Magic Keyboard - מקלדת ל iPad Pro 11 2024 Black,"magic_keyboard_11_pro_space_black_pdp_image_position-4__wwen.jpg, magic_keyboard_11_pro_space_black_pdp_image_position-1__wwen.jpg, magic_keyboard_11_pro_space_black_pdp_image_position-2__wwen.jpg, magic_keyboard_11_pro_space_black_pdp_image_position-3__wwen.jpg, magic_keyboard_11_pro_space_black_pdp_image_position-5__wwen.jpg",5,5
571,Apple Magic Keyboard for iPad Pro 11 2024 Black - S-92731,"magic_keyboard_11_pro_space_black_pdp_image_position-4__wwen.jpg, magic_keyboard_11_pro_space_black_pdp_image_position-1__wwen.jpg, magic_keyboard_11_pro_space_black_pdp_image_position-2__wwen.jpg, magic_keyboard_11_pro_space_black_pdp_image_position-3__wwen.jpg, magic_keyboard_11_pro_space_black_pdp_image_position-5__wwen.jpg",5,5
572,עט Apple Pencil Pro 2024,"apple_pencil_pro_pdp_image_position-2__wwen.jpg, apple_pencil_pro_pdp_image_position-1__wwen.jpg",2,2
573,Apple Pencil Pro,"apple_pencil_pro_pdp_image_position-2__wwen.jpg, apple_pencil_pro_pdp_image_position-1__wwen.jpg",2,2
574,ראש מטען כפול מקורי של Apple 35W Dual USB Type C,"35w_dual_usb-c_port_power_adapter_34br_print__euen.jpg, 35w_dual_usb-c_port_power_adapter_34fl_print__euen.jpg, 35w_dual_usb-c_port_power_adapter_pure_front_print__euen.jpg",3,3
575,White,"35w_dual_usb-c_port_power_adapter_34br_print__euen.jpg, 35w_dual_usb-c_port_power_adapter_34fl_print__euen.jpg, 35w_dual_usb-c_port_power_adapter_pure_front_print__euen.jpg",3,3
576,Pre-Order Test - iPhone 8 Plus 256GB,94020-705-30.jpg,1,1
577,Pre-Order Test - Samsung Galaxy A10S,94020-705-30.jpg,1,1
578,Pre-Order Test - Drop - Hisense 55M5010,94020-705-30.jpg,1,1
579,תחנת כוח ניידת - Anker Portable Power House 521 - 256Wh,"anker-a1720311_51115_1.jpg, anker-a1720311_51115_2.jpg, anker-a1720311_51115_3.jpg",3,3
580,Pure Energy Energix 48 - תחנת כוח בהספק 173Wh כולל שקע חשמל,"anker-a1720311_51115_1.jpg, anker-a1720311_51115_2.jpg, anker-a1720311_51115_3.jpg",3,3
581,Boon 4G Wireless Modem,product456_image1_2021-01-08_02-12-58.jpg,1,1
582,Boon 4G Wireless Modem white,product456_image1_2021-01-08_02-12-58.jpg,1,1
583,אוזניות Anker Soundcore VR P10 White,"51122_1.jpg, 51122_2.jpg, 51122_3.jpg, 51122_4.jpg",4,4
584,White,"51122_1.jpg, 51122_2.jpg, 51122_3.jpg, 51122_4.jpg",4,4
585,אוזניות Anker Soundcore Liberty 4 NC A3947,"soundcore-liberty-4-nc_black_3.jpg, soundcore-liberty-4-nc_black_1.jpg",2,2
586,Black,"soundcore-liberty-4-nc_black_3.jpg, soundcore-liberty-4-nc_black_1.jpg",2,2
587,מקרן קול AIWA Sound bar 175W JBX 025,"jbx-025-front02-large.jpg, 5.jpg, 3.jpg, 4.jpg, 2.jpg, jbx-025-isometric-with-remote-control-large.jpg, jbx-025-remote-control-large.jpg, jbx-025-soundbar-lifestyle-web.jpg",8,8
588,מקרן קול AIWA Sound bar 175W JBX 025,"jbx-025-front02-large.jpg, 5.jpg, 3.jpg, 4.jpg, 2.jpg, jbx-025-isometric-with-remote-control-large.jpg, jbx-025-remote-control-large.jpg, jbx-025-soundbar-lifestyle-web.jpg",8,8
589,"מחשב נייד 14"" Lenovo IdeaPad Slim 5 i5 16GB RAM","01_ideapad_slim_5_g8_hero_front_facing.jpg, 02_ideapad_slim_5_g8_hero_front_facing_jd.jpg, 03_ideapad_slim_5_g8_hero_front_facing_left.jpg, 04_ideapad_slim_5_g8_hero_front_facing_right.jpg, 05_ideapad_slim_5_g8_hero_keyboard.jpg, 08_ideapad_slim_5_hero_a_cove.jpg, 10_ideapad_slim_5_g8_tour_right_side_profile.jpg, 11_ideapad_slim_5_g8_tour_left_side_profile.jpg",8,8
590,"מחשב נייד גיימינג 16"" Lenovo Legion 5 i7 32GB RAM","03_legion_5i_hero_front_facing_jd.jpg, 15_legion_5i_hero_design.jpg, 02_legion_5i_hero_front_facing_left.jpg, 10_legion_5i_tour_right_side_profile.jpg, 09_legion_5i_tour_left_side_profile.jpg, 16_legion_5i_hero_front_angle.jpg",6,6
591,"מחשב נייד גיימינג 16"" Lenovo Legion 5 i7 32GB RAM","03_legion_5i_hero_front_facing_jd.jpg, 15_legion_5i_hero_design.jpg, 02_legion_5i_hero_front_facing_left.jpg, 10_legion_5i_tour_right_side_profile.jpg, 09_legion_5i_tour_left_side_profile.jpg, 16_legion_5i_hero_front_angle.jpg",6,6
592,Pre-Order Test - מצלמת דרך - מוצר כמותי,94020-705-30.jpg,1,1
593,"טאבלט לילדים 8 אינץ""  Webee Kids Tab","img_9888.jpg, img_9895.jpg, img_9921.jpg, img_9927.jpg, img_9941.jpg, img_9949.jpg",6,6
594,"טאבלט לילדים 8 אינץ""  Webee Kids Tab - S-93357","img_9888.jpg, img_9895.jpg, img_9921.jpg, img_9927.jpg, img_9941.jpg, img_9949.jpg",6,6
595,"טלוויזיה חכמה 75 אינץ' ברזולוציית 4K LG UHD,  דגם: 75UT80006LA","ut-8000.jpg, 50-65ut8000aua_gallery_02_3000x3000.jpg",2,2
596,מסך טלוויזיה LG QNED MiniLED בגודל 75 אינץ' חכמה ברזולוציית K4 דגם: 75QNED90T6A,"75qned90t6a_1_תמונה-ראשית.jpg, 75qned90t6a_2_תמונה.jpg, 75qned90t6a_4_מידות.jpg",3,3
597,מסך בטכנולוגייתevo  LG OLED - בגודל 65 אינץ' Smart TV  ברזולוציית K4 דגם: OLED65C46LA,"oled77c4_1_תמונה-ראשית.jpg, oled77c4_2_תמונה.jpg, oled77c4_3_תמונה-אחורי.jpg, oled65c4_4_תמונה-מידות.jpg, oled77c4_1_תמונה-ראש111ית.jpg",5,5
598,נתב סלולרי - Cudy Router P5 5G SA/NSA AX3000,"ppf_589b4288-b92b-448c-8aca-d76f.png, e63baa46-fb97-450a-9984-665e0d1f.png, 54b33531-e2bf-447a-8170-fbd33857.png, b_3.png",4,4
599,נתב סלולרי - Cudy Router P5 5G SA/NSA AX3000,"ppf_589b4288-b92b-448c-8aca-d76f.png, e63baa46-fb97-450a-9984-665e0d1f.png, 54b33531-e2bf-447a-8170-fbd33857.png, b_3.png",4,4
600,טלפון סלולרי Xiaomi Redmi 13 256GB 4G,"redmi_13_black_1.jpg, redmi_13_black_3.jpg, redmi_13_black_5.jpg, redmi_13_black_6.jpg, redmi_13_black_7.jpg",5,5
601,טלפון סלולרי Xiaomi Redmi Note 13 256GB 5G,"redmi_13_black_1.jpg, redmi_13_black_3.jpg, redmi_13_black_5.jpg, redmi_13_black_6.jpg, redmi_13_black_7.jpg",5,5
602,טאבלט Xiaomi Redmi Pad Pro 5G 8GB + 256GB - אפור,"redmi-pad-pro-wifi-_gray_1.jpg, redmi-pad-pro-wifi-_gray_2.jpg, redmi-pad-pro-wifi-_gray_3.jpg, redmi-pad-pro-wifi-_gray_4.jpg, redmi-pad-pro-wifi-_gray_5.jpg, redmi-pad-pro-wifi-_gray_6.jpg",6,6
603,טאבלט Xiaomi Redmi Pad Pro 5G 8GB + 256GB - אפור,"redmi-pad-pro-wifi-_gray_1.jpg, redmi-pad-pro-wifi-_gray_2.jpg, redmi-pad-pro-wifi-_gray_3.jpg, redmi-pad-pro-wifi-_gray_4.jpg, redmi-pad-pro-wifi-_gray_5.jpg, redmi-pad-pro-wifi-_gray_6.jpg",6,6
604,טאבלט Xiaomi Redmi Pad Pro WiFi 8GB + 256GB - אפור,"redmi-pad-pro-wifi-_gray_1.jpg, redmi-pad-pro-wifi-_gray_2.jpg, redmi-pad-pro-wifi-_gray_3.jpg, redmi-pad-pro-wifi-_gray_4.jpg, redmi-pad-pro-wifi-_gray_5.jpg, redmi-pad-pro-wifi-_gray_6.jpg",6,6
605,טאבלט Xiaomi Redmi Pad Pro WiFi 8GB + 256GB - אפור,"redmi-pad-pro-wifi-_gray_1.jpg, redmi-pad-pro-wifi-_gray_2.jpg, redmi-pad-pro-wifi-_gray_3.jpg, redmi-pad-pro-wifi-_gray_4.jpg, redmi-pad-pro-wifi-_gray_5.jpg, redmi-pad-pro-wifi-_gray_6.jpg",6,6
606,"סוללה ניידת MagSafe 5,000 מיליאמפר - Native Union","3.jpg, 1.jpg, 2.jpg, _mg_3528.jpg, _mg_3537.jpg, _mg_3691.jpg, _mg_3707.jpg, _mg_3711.jpg, _mg_3735.jpg, _mg_3754.jpg, _mg_3760-2.jpg",11,11
607,Native Union Magnetic Power Bank 5000mAh - Black,3.jpg,1,1
608,Native Union Magnetic Power Bank 5000mAh - Orange,2.jpg,1,1
609,Native Union Magnetic Power Bank 5000mAh - Green,1.jpg,1,1
610,Re-new | טלפון סלולרי Samsung Galaxy S21 Ultra 256GB,"sm-g998_s21ultra_phantom-silver_front-l30_201110.png, sm-g998_s21ultra_phantom-black_front-l30_201110.png, sm-g998_s21ultra_phantom-black_back_201110.png, sm-g998_s21ultra_phantom-black_front_201110.jpg, sm-g998_s21ultra_phantom-silver_back_201110.png, sm-g998_s21ultra_phantom-silver_front_201110.jpg",6,6
611,תומך ב,"sm-g998_s21ultra_phantom-silver_front-l30_201110.png, sm-g998_s21ultra_phantom-black_front-l30_201110.png, sm-g998_s21ultra_phantom-black_back_201110.png, sm-g998_s21ultra_phantom-black_front_201110.jpg, sm-g998_s21ultra_phantom-silver_back_201110.png, sm-g998_s21ultra_phantom-silver_front_201110.jpg",6,6
612,samsung galaxy s21 Ultra Black,sm-g998_s21ultra_phantom-black_back_201110.png,1,1
613,samsung galaxy s21 ULTRA Silver,sm-g998_s21ultra_phantom-silver_back_201110.png,1,1
614,Re-new | טלפון סלולרי iPhone 11 128GB,"iphonewhite_2-up_vertical_us-en_screen.jpg, iphoneblack_2-up_vertical_us-en_screen.jpg",2,2
615,iPhone 11 128GB White,iphonewhite_2-up_vertical_us-en_screen.jpg,1,1
616,iPhone 11 128GB Purple,"iphonewhite_2-up_vertical_us-en_screen.jpg, iphoneblack_2-up_vertical_us-en_screen.jpg",2,2
617,iPhone 11 128GB black,iphoneblack_2-up_vertical_us-en_screen.jpg,1,1
618,Re-new | טלפון סלולרי iPhone 12 128GB,"iphone_12_black_pure_front_iphone_12_black_pure_back_2-up_print__usen.tif, iphone_12_black_34fl_iphone_12_mini_black_34br_2-up_print__wwen.tif, iphone_12_white_34fl_iphone_12_mini_white_34br_2-up_print__wwen.tif, iphone_12_black_hero_2-up_cropped_print__usen.tif, iphone_12_blue_hero_2-up_cropped_print__usen.tif, iphone_12_hero_5-up_red_print__wwen.tif, iphone_12_lineup_print__wwen.tif",7,7
619,Re-new | טלפון סלולרי iPhone 12 128GB white,iphone_12_white_34fl_iphone_12_mini_white_34br_2-up_print__wwen.tif,1,1
620,iPhone 12 128GB Blue,iphone_12_blue_pure_front_iphone_12_blue_pure_back_2-up_print__usen.tif,1,1
621,Re-new | טלפון סלולרי iPhone 12 128GB שחור,iphone_12_mini_black_pure_front_iphone_12_mini_black_pure_back_2-up_print__usen.tif,1,1
622,טלוויזיה חכמה בגודל 85 SONY KD-85X80LAEP,"85_x80l_blk_blk_outsideh_front.jpg, 85_x80l_blk_blk_outsideh_cw.jpg, seu_x80l_50-43.jpg",3,3
623,טלוויזיה חכמה בגודל 85 SONY KD-85X80LAEP,"85_x80l_blk_blk_outsideh_front.jpg, 85_x80l_blk_blk_outsideh_cw.jpg, seu_x80l_50-43.jpg",3,3
624,אייפון iPhone 16 128GB Apple,"iphone_16_ultramarine_pdp_image_position_1__wwen.jpg, iphone_16_ultramarine_pdp_image_position_2__wwen.jpg, iphone_16_ultramarine_pdp_image_position_3__wwen.jpg, iphone_16_ultramarine_pdp_image_position_4__wwen.jpg, iphone_16_ultramarine_pdp_image_position_5__wwen.jpg, iphone_16_ultramarine_pdp_image_position_6_alt__wwen.jpg, iphone_16_ultramarine_pdp_image_position_7_alt__wwen.jpg, iphone_16_ultramarine_pdp_image_position_8__wwen.jpg, iphone_16_ultramarine_pdp_image_position_9__wwen.jpg, iphone_16_black_pdp_image_position_1__wwen.jpg, iphone_16_pink_pdp_image_position_1__wwen.jpg, iphone_16_teal_pdp_image_position_1__wwen.jpg, iphone_16_white_pdp_image_position_1__wwen.jpg",13,13
625,iPhone 16 128GB Black,iphone_16_black_pdp_image_position_1__wwen.jpg,1,1
626,iPhone 16 128GB White,iphone_16_white_pdp_image_position_1__wwen.jpg,1,1
627,iPhone 16 128GB Ultramarine,iphone_16_ultramarine_pdp_image_position_1__wwen.jpg,1,1
628,iPhone 16 128GB Teal,iphone_16_teal_pdp_image_position_1__wwen.jpg,1,1
629,iPhone 16 128GB Pink,iphone_16_pink_pdp_image_position_1__wwen.jpg,1,1
630,אייפון iPhone 16 Plus 128GB Apple,"iphone_16_plus_ultramarine_pdp_image_position_1__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_2__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_3__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_4__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_5__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_6_alt__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_7_alt__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_8__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_9__wwen.jpg, iphone_16_plus_black_pdp_image_position_1__wwen.jpg, iphone_16_plus_pink_pdp_image_position_1__wwen.jpg, iphone_16_plus_teal_pdp_image_position_1__wwen.jpg, iphone_16_plus_white_pdp_image_position_1__wwen.jpg",13,13
631,iPhone 16 Plus 128GB Black,iphone_16_plus_black_pdp_image_position_1__wwen.jpg,1,1
632,iPhone 16 Plus 128GB White,iphone_16_plus_white_pdp_image_position_1__wwen.jpg,1,1
633,iPhone 16 Plus 128GB Ultramarine,iphone_16_plus_ultramarine_pdp_image_position_1__wwen.jpg,1,1
634,iPhone 16 Plus 128GB Teal,iphone_16_plus_teal_pdp_image_position_1__wwen.jpg,1,1
635,iPhone 16 Plus 128GB Pink,iphone_16_plus_pink_pdp_image_position_1__wwen.jpg,1,1
636,אייפון iPhone 16 Plus 256GB Apple,"iphone_16_plus_ultramarine_pdp_image_position_1__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_2__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_3__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_4__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_5__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_6_alt__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_7_alt__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_8__wwen.jpg, iphone_16_plus_ultramarine_pdp_image_position_9__wwen.jpg, iphone_16_plus_black_pdp_image_position_1__wwen.jpg, iphone_16_plus_pink_pdp_image_position_1__wwen.jpg, iphone_16_plus_teal_pdp_image_position_1__wwen.jpg, iphone_16_plus_white_pdp_image_position_1__wwen.jpg",13,13
637,iPhone 16 Plus 256GB Black,iphone_16_plus_black_pdp_image_position_1__wwen.jpg,1,1
638,iPhone 16 Plus 256GB White,iphone_16_plus_white_pdp_image_position_1__wwen.jpg,1,1
639,iPhone 16 Plus 256GB Ultramarine,iphone_16_plus_ultramarine_pdp_image_position_1__wwen.jpg,1,1
640,iPhone 16 Plus 256GB Teal,iphone_16_plus_teal_pdp_image_position_1__wwen.jpg,1,1
641,iPhone 16 Plus 256GB Pink,iphone_16_plus_pink_pdp_image_position_1__wwen.jpg,1,1
